passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
"{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",74,C\u00e9dric,,Bakambu,9130,1991-04-11,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",25472,right,C. Bakambu,null,Cédric Bakambu,Cédric Bakambu,Cédric Bakambu,cd COD,FW,Villarreal,26.0,1991.0,14.0,209.0,293.0,71.3,2837.0,684.0,125.0,152.0,82.2,54.0,84.0,64.3,11.0,17.0,64.7,0,1.6,0.6,-1.6,15.0,19.0,5.0,1.0,21.0,10.0,14.3,3.0,6.0,1.0,1.0,7.0,6.0,9.0,1.0,8.0,3.0,13.0,27.0,0.0,Matches,293.0,274.0,17.0,1.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,209.0,2.0,9.0,5,0,0.0,40,19.0,11.0,12.0,3.0,7.0,0.0,0.0,0.0,38.0,17.0,41.0,29.3
"{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",72,Andrew,,Hjulsager,692,1995-01-15,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",135113,right,A. Hjulsager,null,Andrew Hjulsager,Andrew Hjulsager,Andrew Hjulsager,dk DEN,"DF,MF",Celta Vigo,22.0,1995.0,0.2,5.0,8.0,62.5,95.0,13.0,0.0,0.0,,5.0,7.0,71.4,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,8.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",77,Emanuel,,Cecchini,12056,1996-12-24,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",266312,right,E. Cecchini,null,Emanuel Cecchini,Emanuel Cecchini,Emanuel Cecchini,ar ARG,"MF,DF",Málaga,20.0,1996.0,0.3,13.0,16.0,81.3,183.0,52.0,11.0,11.0,100.0,0.0,0.0,,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,66.7,2.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,Matches,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,2,0,0.0,2,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
"{'name': 'Senegal', 'id': 686, 'alpha3code': 'SEN', 'alpha2code': 'SN'}",61,Arona,,San\u00e9,9492,1995-06-21,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Senegal', 'id': 686, 'alpha3code': 'SEN', 'alpha2code': 'SN'}",279556,right,A. San\u00e9,null,Arona Sané,Arona Sané,Arona Sané,sn SEN,"MF,FW",Atlético Madrid,22.0,1995.0,0.7,10.0,15.0,66.7,129.0,0.0,6.0,9.0,66.7,3.0,5.0,60.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Matches,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,66.7
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,Daniel,,Molina Orta,718,1996-03-14,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",293856,left,Dani Molina,null,Daniel Molina Orta,Daniel Molina Orta,Daniel Molina Orta,es ESP,MF,Celta Vigo,21.0,1996.0,0.1,2.0,3.0,66.7,44.0,17.0,0.0,0.0,,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
"{'name': 'Mauritania', 'id': 478, 'alpha3code': 'MRT', 'alpha2code': 'MR'}",79,Aly,,Abeid,741,1997-12-11,174,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Saudi Arabia', 'id': 682, 'alpha3code': 'SAU', 'alpha2code': 'SA'}",376565,left,A. Abeid,18224,Aly Abeid,Aly Abeid,Aly Abeid,mr MTN,DF,Levante,19.0,1997.0,0.9,29.0,38.0,76.3,474.0,167.0,17.0,19.0,89.5,10.0,12.0,83.3,2.0,5.0,40.0,0,0.1,0.1,-0.1,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,3.0,0.0,Matches,38.0,30.0,8.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,0,0,0.0,1,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,33.3
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",60,Jos\u00e9,,Alonso Lara,771,2000-03-07,167,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",472489,right,Lara,null,José Alonso Lara,José Alonso Lara,José Alonso Lara,es ESP,MF,Sevilla,17.0,2000.0,0.1,3.0,4.0,75.0,41.0,12.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Bosnia-Herzegovina', 'id': 70, 'alpha3code': 'BIH', 'alpha2code': 'BA'}",72,Izet,,Hajrovi\u0107,9417,1991-08-04,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Switzerland', 'id': 756, 'alpha3code': 'CHE', 'alpha2code': 'CH'}",49992,left,I. Hajrovi\u0107,null,Izet Hajrović,Izet Hajrović,Izet Hajrović,ba BIH,"MF,FW",Werder Bremen,25.0,1991.0,2.1,56.0,80.0,70.0,1046.0,306.0,23.0,33.0,69.7,22.0,26.0,84.6,9.0,16.0,56.3,0,0.2,0.3,-0.2,5.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,Matches,80.0,70.0,10.0,0.0,0.0,1.0,12.0,2.0,8.0,4.0,1.0,1.0,56.0,0.0,3.0,3,0,0.0,6,3.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,13.0,2.0,7.0,22.2
"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",67,Wesley,,Sneijder,16444,1984-06-09,171,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",20531,right,W. Sneijder,null,Wesley Sneijder,Wesley Sneijder,Wesley Sneijder,nl NED,"MF,FW",Nice,33.0,1984.0,4.4,248.0,311.0,79.7,4088.0,1104.0,125.0,137.0,91.2,85.0,106.0,80.2,25.0,46.0,54.3,0,0.8,1.2,-0.8,11.0,33.0,7.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,Matches,311.0,278.0,31.0,12.0,1.0,2.0,24.0,3.0,12.0,5.0,7.0,0.0,248.0,2.0,6.0,0,0,0.0,4,3.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,Sloan,,Privat,3814,1989-07-24,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'French Guiana', 'id': 254, 'alpha3code': 'GUF', 'alpha2code': 'GF'}",25479,right,S. Privat,18799,Sloan Privat,Sloan Privat,Sloan Privat,fr FRA,FW,Guingamp,28.0,1989.0,0.0,1.0,1.0,100.0,4.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,Emmanuel,,Bourgaud,3829,1987-10-25,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",29590,right,E. Bourgaud,null,Emmanuel Bourgaud,Emmanuel Bourgaud,Emmanuel Bourgaud,fr FRA,"FW,MF",Amiens,29.0,1987.0,6.0,198.0,303.0,65.3,3508.0,1333.0,89.0,108.0,82.4,60.0,92.0,65.2,30.0,61.0,49.2,1,1.8,1.5,-0.8,18.0,20.0,7.0,2.0,33.0,17.0,43.5,5.0,9.0,3.0,10.0,23.0,13.0,5.0,0.0,5.0,6.0,23.0,11.0,0.0,Matches,303.0,265.0,37.0,10.0,2.0,5.0,36.0,4.0,23.0,13.0,8.0,0.0,198.0,1.0,13.0,0,0,0.0,7,10.0,0.0,36.0,6.0,11.0,0.0,0.0,0.0,47.0,12.0,14.0,46.2
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",84,Romain,,Thomas,3799,1988-06-12,193,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",29474,left,R. Thomas,null,Romain Thomas,Romain Thomas,Romain Thomas,fr FRA,DF,Angers,29.0,1988.0,27.4,967.0,1196.0,80.9,19892.0,8700.0,323.0,353.0,91.5,485.0,552.0,87.9,148.0,269.0,55.0,0,1.0,0.8,-1.0,5.0,53.0,1.0,0.0,60.0,31.0,48.3,16.0,15.0,0.0,14.0,29.0,15.0,32.0,19.0,13.0,34.0,65.0,151.0,1.0,Matches,1196.0,1143.0,47.0,46.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,967.0,6.0,5.0,5,0,0.0,27,25.0,3.0,1.0,34.0,21.0,0.0,2.0,1.0,125.0,74.0,45.0,62.2
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",72,K\u00e9vin,,B\u00e9rigaud,34760,1988-05-09,176,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",26665,right,K. B\u00e9rigaud,null,Kévin Bérigaud,Kévin Bérigaud,Kévin Bérigaud,fr FRA,"FW,MF",Montpellier,29.0,1988.0,3.0,58.0,72.0,80.6,770.0,192.0,40.0,45.0,88.9,14.0,19.0,73.7,3.0,6.0,50.0,2,1.1,0.8,0.9,6.0,2.0,3.0,0.0,11.0,4.0,33.3,1.0,1.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,Matches,72.0,71.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,0,0,0.0,2,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,10.0,4.0,6.0,40.0
"{'name': 'Benin', 'id': 204, 'alpha3code': 'BEN', 'alpha2code': 'BJ'}",78,Emmanuel,,Imorou,3783,1988-09-16,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70171,left,E. Imorou,18884,Emmanuel Imorou,Emmanuel Imorou,Emmanuel Imorou,bj BEN,DF,Caen,28.0,1988.0,0.4,15.0,20.0,75.0,223.0,89.0,6.0,7.0,85.7,9.0,11.0,81.8,0.0,0.0,,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Matches,20.0,15.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0,0,0.0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",68,Jonathan,,Delaplace,3788,1986-03-20,167,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",38236,right,J. Delaplace,null,Jonathan Delaplace,Jonathan Delaplace,Jonathan Delaplace,fr FRA,MF,Caen,31.0,1986.0,6.5,163.0,227.0,71.8,2617.0,854.0,81.0,103.0,78.6,58.0,75.0,77.3,14.0,27.0,51.9,1,0.6,0.4,0.4,11.0,16.0,1.0,1.0,28.0,10.0,30.0,1.0,8.0,1.0,3.0,10.0,7.0,13.0,5.0,8.0,8.0,18.0,8.0,0.0,Matches,227.0,224.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,163.0,1.0,5.0,3,0,0.0,13,9.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,48.0,6.0,12.0,33.3
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",69,J\u00e9r\u00e9my,,Grimm,3779,1987-03-27,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",29137,right,J. Grimm,null,Jérémy Grimm,Jérémy Grimm,Jérémy Grimm,fr FRA,MF,Strasbourg,30.0,1987.0,9.0,277.0,351.0,78.9,4858.0,1612.0,127.0,148.0,85.8,112.0,134.0,83.6,31.0,50.0,62.0,0,0.2,0.3,-0.2,5.0,26.0,5.0,1.0,36.0,23.0,37.5,15.0,6.0,2.0,9.0,24.0,15.0,11.0,3.0,8.0,19.0,42.0,31.0,1.0,Matches,351.0,347.0,2.0,2.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,277.0,2.0,4.0,3,0,0.0,19,14.0,0.0,7.0,19.0,17.0,0.0,0.0,0.0,54.0,27.0,8.0,77.1
"{'name': 'Senegal', 'id': 686, 'alpha3code': 'SEN', 'alpha2code': 'SN'}",70,Saliou,,Ciss,3799,1989-06-15,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Senegal', 'id': 686, 'alpha3code': 'SEN', 'alpha2code': 'SN'}",54313,left,S. Ciss,null,Saliou Ciss,Saliou Ciss,Saliou Ciss,sn SEN,"DF,MF",Angers,27.0,1989.0,1.6,42.0,62.0,67.7,602.0,273.0,28.0,32.0,87.5,10.0,19.0,52.6,3.0,4.0,75.0,0,0.0,0.1,0.0,0.0,3.0,2.0,0.0,5.0,3.0,40.0,1.0,1.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,Matches,62.0,62.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,3.0,0,0,0.0,0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",66,Jimmy,,Giraudon,3795,1992-01-16,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",29291,right,J. Giraudon,null,Jimmy Giraudon,Jimmy Giraudon,Jimmy Giraudon,fr FRA,DF,Troyes,25.0,1992.0,23.2,789.0,996.0,79.2,17483.0,8041.0,216.0,243.0,88.9,405.0,456.0,88.8,163.0,277.0,58.8,0,0.1,0.3,-0.1,2.0,75.0,5.0,1.0,80.0,26.0,62.5,20.0,6.0,0.0,10.0,16.0,6.0,30.0,22.0,8.0,31.0,57.0,128.0,2.0,Matches,996.0,936.0,59.0,55.0,1.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,789.0,1.0,9.0,4,1,0.0,15,11.0,0.0,1.0,31.0,16.0,0.0,1.0,0.0,138.0,44.0,29.0,60.3
"{'name': 'Luxembourg', 'id': 442, 'alpha3code': 'LUX', 'alpha2code': 'LU'}",80,Chris,,Philipps,13505,1994-03-08,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Luxembourg', 'id': 442, 'alpha3code': 'LUX', 'alpha2code': 'LU'}",138577,right,C. Philipps,14765,Chris Philipps,Chris Philipps,Chris Philipps,lu LUX,"MF,DF",Metz,23.0,1994.0,9.4,335.0,427.0,78.5,6843.0,2388.0,122.0,147.0,83.0,158.0,180.0,87.8,54.0,91.0,59.3,0,0.4,0.5,-0.4,9.0,40.0,4.0,0.0,40.0,22.0,19.2,10.0,10.0,2.0,5.0,26.0,21.0,13.0,5.0,8.0,30.0,52.0,18.0,0.0,Matches,427.0,420.0,6.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,335.0,1.0,9.0,4,0,0.0,17,5.0,0.0,4.0,30.0,12.0,0.0,1.0,0.0,76.0,7.0,12.0,36.8
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",73,Pierrick,,Capelle,3799,1987-04-15,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",27646,left,P. Capelle,null,Pierrick Capelle,Pierrick Capelle,Pierrick Capelle,fr FRA,MF,Angers,30.0,1987.0,20.9,629.0,828.0,76.0,9825.0,3127.0,342.0,395.0,86.6,218.0,287.0,76.0,44.0,78.0,56.4,1,2.1,2.0,-1.1,30.0,53.0,16.0,3.0,89.0,50.0,22.9,29.0,17.0,4.0,16.0,70.0,54.0,29.0,0.0,29.0,34.0,84.0,26.0,0.0,Matches,828.0,784.0,39.0,5.0,4.0,7.0,35.0,28.0,5.0,4.0,0.0,0.0,629.0,5.0,25.0,3,0,0.0,28,18.0,1.0,35.0,34.0,37.0,0.0,0.0,1.0,139.0,34.0,44.0,43.6
"{'name': 'Guinea', 'id': 324, 'alpha3code': 'GIN', 'alpha2code': 'GN'}",89,Ernest,,Seka,3792,1987-06-22,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",29588,right,E. Seka,19649,Ernest Seka,Ernest Seka,Ernest Seka,gn GUI,DF,Strasbourg,30.0,1987.0,24.2,1029.0,1344.0,76.6,17245.0,7368.0,508.0,592.0,85.8,416.0,523.0,79.5,88.0,175.0,50.3,0,1.0,0.7,-1.0,18.0,85.0,12.0,5.0,126.0,60.0,65.6,41.0,14.0,5.0,40.0,61.0,21.0,25.0,8.0,17.0,51.0,111.0,98.0,1.0,Matches,1344.0,1106.0,237.0,11.0,3.0,3.0,30.0,226.0,0.0,0.0,0.0,0.0,1029.0,1.0,27.0,4,1,0.0,29,12.0,2.0,30.0,51.0,47.0,0.0,1.0,0.0,132.0,66.0,31.0,68.0
"{'name': 'French Guiana', 'id': 254, 'alpha3code': 'GUF', 'alpha2code': 'GF'}",79,Kevin,,Rimane,3928,1991-02-23,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'French Guiana', 'id': 254, 'alpha3code': 'GUF', 'alpha2code': 'GF'}",26603,right,K. Rimane,18799,Kevin Rimane,Kévin Rimane,Kévin Rimane,gf GUF,DF,Paris S-G,26.0,1991.0,0.1,4.0,4.0,100.0,81.0,26.0,1.0,1.0,100.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Martinique', 'id': 474, 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",75,Christopher,,H\u00e9relle,3775,1992-08-22,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",28314,right,C. H\u00e9relle,null,Christopher Hérelle,Christophe Hérelle,Christophe Hérelle,mq MTQ,DF,Troyes,24.0,1992.0,32.9,1059.0,1270.0,83.4,24260.0,8576.0,270.0,306.0,88.2,556.0,608.0,91.4,223.0,322.0,69.3,0,0.2,0.3,-0.2,5.0,96.0,3.0,0.0,120.0,39.0,53.3,27.0,12.0,0.0,16.0,30.0,14.0,38.0,27.0,11.0,56.0,95.0,241.0,1.0,Matches,1270.0,1224.0,42.0,40.0,1.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,1059.0,4.0,10.0,7,1,0.0,27,27.0,1.0,0.0,56.0,26.0,0.0,1.0,0.0,174.0,80.0,40.0,66.7
"{'name': 'Algeria', 'id': 12, 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",70,Rachid,,Ghezzal,1631,1992-05-09,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",28117,left,R. Ghezzal,16009,Rachid Ghezzal,Rachid Ghezzal,Rachid Ghezzal,dz ALG,"FW,MF",Monaco,25.0,1992.0,11.2,402.0,568.0,70.8,6454.0,1812.0,223.0,275.0,81.1,127.0,175.0,72.6,39.0,75.0,52.0,3,2.7,2.0,0.3,16.0,36.0,13.0,3.0,57.0,31.0,20.6,6.0,22.0,3.0,7.0,34.0,27.0,17.0,0.0,17.0,11.0,42.0,2.0,1.0,Matches,568.0,522.0,42.0,12.0,7.0,6.0,53.0,5.0,25.0,16.0,4.0,0.0,402.0,4.0,19.0,2,1,0.0,20,18.0,7.0,53.0,11.0,24.0,0.0,0.0,0.0,71.0,9.0,22.0,29.0
"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,Dimitri,,Li\u00e9nard,3779,1988-02-13,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",28990,left,D. Li\u00e9nard,null,Dimitri Liénard,Dimitri Liénard,Dimitri Liénard,fr FRA,"MF,FW",Strasbourg,29.0,1988.0,28.9,1196.0,1678.0,71.3,23905.0,6520.0,505.0,566.0,89.2,419.0,535.0,78.3,233.0,488.0,47.7,5,7.2,5.8,-2.2,61.0,101.0,26.0,18.0,142.0,77.0,35.7,37.0,32.0,8.0,30.0,84.0,54.0,35.0,2.0,33.0,52.0,129.0,41.0,1.0,Matches,1678.0,1404.0,260.0,107.0,5.0,45.0,266.0,23.0,129.0,63.0,59.0,1.0,1196.0,14.0,36.0,6,0,0.0,28,37.0,0.0,266.0,52.0,51.0,0.0,0.0,0.0,244.0,9.0,21.0,30.0
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",77,Pablo,,Martinez,3779,1989-02-21,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",29616,left,P. Martinez,null,Pablo Martinez,Pablo Martinez,Pablo Martinez,fr FRA,DF,Strasbourg,28.0,1989.0,23.5,815.0,1004.0,81.2,15842.0,6486.0,299.0,337.0,88.7,382.0,430.0,88.8,116.0,205.0,56.6,1,0.5,0.6,0.5,5.0,56.0,6.0,3.0,63.0,41.0,44.9,28.0,12.0,1.0,22.0,49.0,27.0,25.0,12.0,13.0,51.0,92.0,112.0,3.0,Matches,1004.0,916.0,86.0,30.0,1.0,11.0,13.0,56.0,0.0,0.0,0.0,0.0,815.0,2.0,6.0,4,0,0.0,23,28.0,1.0,13.0,51.0,34.0,0.0,2.0,0.0,104.0,54.0,37.0,59.3
